"file_name","page_number","text","font_size","font_name","x0","y0","x1","y1","is_bold","is_italic","alignment","line_spacing_before","line_spacing_after"
"E0H1CM114.pdf","1","Ontario’s Libraries","15.960000038146973","Arial-Black","95.44059753417969","72.08401489257812","238.64328002929688","94.5716552734375","False","False","left","","0.06"
"E0H1CM114.pdf","1","Working Together","15.960000038146973","Arial-Black","95.44059753417969","94.63546752929688","235.36988830566406","117.12310791015625","False","False","left","0.06","39.65"
"E0H1CM114.pdf","1","RFP: R","32.040000915527344","Arial-Black","90.02429962158203","156.7722930908203","193.74102783203125","201.91665649414062","False","False","left","39.65","-45.4"
"E0H1CM114.pdf","1","RFP: R","32.040000915527344","Arial-Black","90.05634307861328","156.5159454345703","193.7730712890625","201.66030883789062","False","False","left","-45.4","-44.89"
"E0H1CM114.pdf","1","RFP: R","32.040000915527344","Arial-Black","90.28062438964844","156.7722930908203","193.99734497070312","201.91665649414062","False","False","left","-44.89","-45.4"
"E0H1CM114.pdf","1","RFP: Request f","32.040000915527344","Arial-Black","90.31266784667969","156.5159454345703","316.0793151855469","201.91665649414062","False","False","left","-45.4","-45.4"
"E0H1CM114.pdf","1","quest f","32.040000915527344","Arial-Black","209.4694366455078","156.5159454345703","316.1434020996094","201.66030883789062","False","False","indented","-45.4","-44.89"
"E0H1CM114.pdf","1","quest f","32.040000915527344","Arial-Black","209.66168212890625","156.7722930908203","316.3356628417969","201.91665649414062","False","False","indented","-44.89","-45.4"
"E0H1CM114.pdf","1","quest for Pr","32.040000915527344","Arial-Black","209.66168212890625","156.5159454345703","387.115234375","201.91665649414062","False","False","indented","-45.4","-45.4"
"E0H1CM114.pdf","1","r Pr","32.040000915527344","Arial-Black","332.1506042480469","156.5159454345703","387.21136474609375","201.66030883789062","False","False","indented","-45.4","-44.89"
"E0H1CM114.pdf","1","r Pr","32.040000915527344","Arial-Black","332.310791015625","156.7722930908203","387.3715515136719","201.91665649414062","False","False","indented","-44.89","-45.4"
"E0H1CM114.pdf","1","r Proposal","32.040000915527344","Arial-Black","332.34283447265625","156.5159454345703","489.0344543457031","201.91665649414062","False","False","indented","-45.4","-45.4"
"E0H1CM114.pdf","1","oposal","32.040000915527344","Arial-Black","385.3690490722656","156.5159454345703","497.4065246582031","201.66030883789062","False","False","indented","-45.4","-44.89"
"E0H1CM114.pdf","1","oposal","32.040000915527344","Arial-Black","385.52923583984375","156.7722930908203","489.290771484375","201.91665649414062","False","False","indented","-44.89","-45.4"
"E0H1CM114.pdf","1","oposal","32.040000915527344","Arial-Black","385.561279296875","156.5159454345703","489.32281494140625","201.66030883789062","False","False","indented","-45.4","46.74"
"E0H1CM114.pdf","1","To Present a Proposal for Developing","24.0","ArialMT","131.80059814453125","248.39999389648438","482.0615234375","275.1839904785156","False","False","indented","46.74","0.82"
"E0H1CM114.pdf","1","the Business Plan for the Ontario","24.0","ArialMT","131.80059814453125","276.0","440.57269287109375","302.78399658203125","False","False","indented","0.82","0.82"
"E0H1CM114.pdf","1","Digital Library","24.0","ArialMT","131.80059814453125","303.6000061035156","262.14703369140625","330.3840026855469","False","False","indented","0.82","12.08"
"E0H1CM114.pdf","1","March 21, 2003","20.040000915527344","ArialMT","238.2406005859375","342.46380615234375","379.3942565917969","364.8284606933594","False","False","indented","12.08","329.44"
"E0H1CM114.pdf","1","The Ontario Digital Library will make Ontario a better place to study, work and live by ensuring that","9.960000038146973","ComicSansMS","91.6651611328125","694.2640991210938","541.3319091796875","708.1383666992188","False","False","left","329.44","0.05"
"E0H1CM114.pdf","1","all Ontario citizens have access to the knowledge and learning supports needed to be life-long","9.960000038146973","ComicSansMS","91.66511535644531","708.1881713867188","512.4229736328125","722.0624389648438","False","False","left","0.05","0.05"
"E0H1CM114.pdf","1","learners and effective contributors towards Ontario’s prosperity.","9.960000038146973","ComicSansMS","91.66506958007812","722.1122436523438","389.48663330078125","735.9865112304688","False","False","left","0.05",""
"E0H1CM114.pdf","2","Ontario’s Digital Library","20.040000915527344","Arial-Black","90.04060363769531","88.59601593017578","320.04559326171875","116.8323745727539","False","False","left","","3.48"
"E0H1CM114.pdf","2","A Critical Component for Implementing Ontario’s Road Map to","15.960000038146973","ArialMT","90.04060363769531","120.31608581542969","484.937255859375","138.12744140625","False","False","left","3.48","0.54"
"E0H1CM114.pdf","2","Prosperity Strategy","15.960000038146973","ArialMT","90.04060363769531","138.6700897216797","214.4951171875","156.4814453125","False","False","left","0.54","39.24"
"E0H1CM114.pdf","2","Summary","12.0","Arial-Black","96.04060363769531","195.71998596191406","158.74061584472656","212.6279754638672","False","False","left","39.24","15.94"
"E0H1CM114.pdf","2","The purpose of this","11.039999961853027","ArialMT","96.04060363769531","228.5688018798828","193.5503387451172","240.88943481445312","False","False","left","15.94","-12.32"
"E0H1CM114.pdf","2","Request for Proposal","11.039999961853027","Arial-BoldMT","194.922607421875","228.5688018798828","304.6999206542969","240.88943481445312","True","False","indented","-12.32","-12.32"
"E0H1CM114.pdf","2","(","11.039999961853027","ArialMT","305.734375","228.5688018798828","312.4798278808594","240.88943481445312","False","False","indented","-12.32","-12.32"
"E0H1CM114.pdf","2","RFP","11.039999961853027","Arial-BoldMT","312.2810974121094","228.5688018798828","333.8046569824219","240.88943481445312","True","False","indented","-12.32","-12.32"
"E0H1CM114.pdf","2",") is to invite firms and/or consultants to","11.039999961853027","ArialMT","333.5264587402344","228.5688018798828","525.30419921875","240.88943481445312","False","False","indented","-12.32","0.28"
"E0H1CM114.pdf","2","present a proposal for developing the business plan for the","11.039999961853027","ArialMT","96.04061889648438","241.16542053222656","375.2377014160156","253.48605346679688","False","False","left","0.28","-12.32"
"E0H1CM114.pdf","2","Ontario Digital Library (ODL).","11.039999961853027","Arial-BoldMT","375.39678955078125","241.16542053222656","525.036376953125","253.48605346679688","True","False","indented","-12.32","0.4"
"E0H1CM114.pdf","2","The ODL will deliver high-quality library electronic content to all Ontario residents in order to","11.039999961853027","ArialMT","96.04061889648438","253.8834991455078","525.17333984375","266.2041320800781","False","False","left","0.4","0.4"
"E0H1CM114.pdf","2","assist people as they learn, work, and enhance their quality of life. The business plan to be","11.039999961853027","ArialMT","96.04061889648438","266.6015625","525.2827758789062","278.9222106933594","False","False","left","0.4","0.28"
"E0H1CM114.pdf","2","developed is to document and clearly communicate:","11.039999961853027","ArialMT","96.04061889648438","279.1982116699219","339.90093994140625","291.51885986328125","False","False","left","0.28","12.4"
"E0H1CM114.pdf","2","how the ODL will be implemented, including the timeline","11.039999961853027","ArialMT","132.04205322265625","303.9167785644531","394.0244445800781","316.2374267578125","False","False","indented","12.4","0.28"
"E0H1CM114.pdf","2","the financial plan for the implementation","11.039999961853027","ArialMT","132.04205322265625","316.513427734375","319.40521240234375","328.8340759277344","False","False","indented","0.28","0.28"
"E0H1CM114.pdf","2","the financial plan for the first 2 operating years, including capital and operating costs,","11.039999961853027","ArialMT","132.04205322265625","329.1100769042969","525.070556640625","341.43072509765625","False","False","indented","0.28","0.4"
"E0H1CM114.pdf","2","revenues, etc.","11.039999961853027","ArialMT","132.63821411132812","341.8281555175781","201.36663818359375","354.1488037109375","False","False","indented","0.4","0.28"
"E0H1CM114.pdf","2","a financial forecast for the succeeding 2 operating years","11.039999961853027","ArialMT","132.04200744628906","354.4248046875","393.6560363769531","366.7454528808594","False","False","indented","0.28","0.4"
"E0H1CM114.pdf","2","the services and products to be delivered by the ODL","11.039999961853027","ArialMT","132.04200744628906","367.14288330078125","381.3063049316406","379.4635314941406","False","False","indented","0.4","0.28"
"E0H1CM114.pdf","2","how the ODL will operate and be managed following the implementation","11.039999961853027","ArialMT","132.04200744628906","379.7395324707031","468.61383056640625","392.0601806640625","False","False","indented","0.28","0.28"
"E0H1CM114.pdf","2","who will be involved, and what their role/responsibility will be, for both the","11.039999961853027","ArialMT","132.04200744628906","392.336181640625","525.1600341796875","404.6568298339844","False","False","indented","0.28","0.4"
"E0H1CM114.pdf","2","implementation and operational stages","11.039999961853027","ArialMT","132.63816833496094","405.05426025390625","315.5666198730469","417.3749084472656","False","False","indented","0.4","0.28"
"E0H1CM114.pdf","2","the marketing and communications plan for the ODL","11.039999961853027","ArialMT","132.04200744628906","417.6509094238281","377.3706970214844","429.9715576171875","False","False","indented","0.28","13.01"
"E0H1CM114.pdf","2","This business plan must be completed and approved by the ODL Steering Committee no","11.039999961853027","ArialMT","96.04057312011719","442.97662353515625","525.2114868164062","455.29730224609375","False","False","left","13.01","0.28"
"E0H1CM114.pdf","2","later than September 30, 2003","11.039999961853027","ArialMT","96.04061126708984","455.5732727050781","240.4492950439453","467.8939208984375","False","False","left","0.28","12.4"
"E0H1CM114.pdf","2","Timeline:","11.039999961853027","Arial-ItalicMT","96.04061126708984","480.2918395996094","141.51548767089844","492.61248779296875","False","True","left","12.4","12.28"
"E0H1CM114.pdf","2","Those firms/consultants intended to submit a proposal to this RFP must indicate their","11.039999961853027","ArialMT","96.04061126708984","504.888916015625","525.232421875","517.2095947265625","False","False","left","12.28","0.4"
"E0H1CM114.pdf","2","intention to do so in an e-mail to Michael Ridley (","11.039999961853027","ArialMT","96.04061126708984","517.6070556640625","320.7654113769531","529.927734375","False","False","left","0.4","-12.32"
